"y","x1","x2"
1,-0.560475646552213,"A"
1,-0.23017748948328,"B"
1,1.55870831414912,"B"
0,0.070508391424576,"A"
0,0.129287735160946,"B"
1,1.71506498688328,"A"
1,0.460916205989202,"A"
0,-1.26506123460653,"B"
0,-0.686852851893526,"B"
0,-0.445661970099958,"A"
1,1.22408179743946,"A"
0,0.359813827057364,"B"
0,0.400771450594052,"B"
0,0.11068271594512,"A"
0,-0.555841134754075,"B"
1,1.78691313680308,"A"
0,0.497850478229239,"A"
0,-1.96661715662964,"A"
1,0.701355901563686,"B"
0,-0.472791407727934,"B"
0,-1.06782370598685,"A"
0,-0.217974914658295,"A"
1,-1.02600444830724,"B"
0,-0.72889122929114,"A"
1,-0.625039267849257,"B"
0,-1.68669331074241,"B"
1,0.837787044494525,"B"
0,0.153373117836515,"A"
0,-1.13813693701195,"A"
1,1.25381492106993,"A"
0,0.426464221476814,"B"
1,-0.295071482992271,"B"
0,0.895125661045022,"B"
1,0.878133487533042,"A"
1,0.821581081637487,"B"
1,0.688640254100091,"B"
0,0.553917653537589,"A"
0,-0.0619117105767217,"A"
1,-0.305962663739917,"A"
0,-0.380471001012383,"A"
0,-0.694706978920513,"A"
1,-0.207917278019599,"A"
0,-1.26539635156826,"A"
1,2.16895596533851,"B"
1,1.20796199830499,"B"
0,-1.12310858320335,"B"
0,-0.402884835299076,"B"
0,-0.466655353623219,"B"
0,0.779965118336318,"A"
1,-0.0833690664718293,"A"
0,0.253318513994755,"B"
1,-0.028546755348703,"B"
1,-0.0428704572913161,"B"
1,1.36860228401446,"A"
0,-0.225770985659268,"B"
1,1.51647060442954,"A"
0,-1.54875280423022,"B"
1,0.584613749636069,"B"
1,0.123854243844614,"B"
0,0.215941568743973,"B"
0,0.379639482759882,"B"
0,-0.502323453109302,"A"
1,-0.33320738366942,"A"
0,-1.01857538310709,"A"
0,-1.07179122647558,"B"
1,0.303528641404258,"B"
1,0.448209778629426,"B"
1,0.0530042267305041,"A"
1,0.922267467879738,"A"
0,2.05008468562714,"A"
0,-0.491031166056535,"B"
0,-2.30916887564081,"A"
0,1.00573852446226,"B"
0,-0.709200762582393,"A"
0,-0.688008616467358,"A"
0,1.0255713696967,"B"
0,-0.284773007051009,"B"
0,-1.22071771225454,"A"
0,0.18130347974915,"A"
0,-0.138891362439045,"B"
0,0.00576418589988693,"B"
0,0.38528040112633,"A"
0,-0.370660031792409,"A"
1,0.644376548518833,"A"
1,-0.220486561818751,"B"
1,0.331781963915697,"A"
0,1.09683901314935,"A"
0,0.435181490833803,"A"
0,-0.325931585531227,"A"
1,1.14880761845109,"B"
0,0.993503855962119,"A"
0,0.54839695950807,"B"
1,0.238731735111441,"A"
0,-0.627906076039371,"B"
1,1.36065244853001,"A"
0,-0.600259587147127,"B"
1,2.18733299301658,"B"
1,1.53261062618519,"A"
1,-0.235700359100477,"B"
0,-1.02642090030678,"B"
0,-0.710406563699301,"A"
0,0.25688370915653,"A"
0,-0.246691878462374,"A"
1,-0.347542599397733,"A"
1,-0.951618567265016,"B"
1,-0.0450277248089203,"B"
1,-0.784904469457076,"A"
0,-1.66794193658814,"A"
0,-0.380226520287762,"A"
1,0.918996609060766,"A"
0,-0.575346962608392,"B"
